############################ Log - Start ############################
# Log initialized at: 09/02/14 11:35:09
# Temperature device: tango://haspp02oh1:10000/p02/eurotherm/exp.01
# Error threshold: 2.000
Time	Real temperature	Average temperature	Setpoint temperature	Timestamp	Datetime
76.467	35.300	34.785	35.000	1409650586.36	09/02/14 11:36:26
77.519	35.200	34.778	35.000	1409650587.39	09/02/14 11:36:27
78.555	34.600	34.760	35.000	1409650588.5	09/02/14 11:36:28
79.657	34.400	34.750	35.000	1409650589.56	09/02/14 11:36:29
80.720	34.400	34.750	35.000	1409650590.69	09/02/14 11:36:30
81.855	35.000	34.777	35.000	1409650591.75	09/02/14 11:36:31
82.915	35.000	34.795	35.000	1409650592.8	09/02/14 11:36:32
83.957	34.700	34.798	35.000	1409650593.84	09/02/14 11:36:33
84.999	34.500	34.797	35.000	1409650594.87	09/02/14 11:36:34
86.035	34.900	34.807	35.000	1409650595.92	09/02/14 11:36:35
87.085	35.400	34.837	35.000	1409650596.96	09/02/14 11:36:36
88.121	35.300	34.858	35.000	1409650598.02	09/02/14 11:36:38
89.177	35.000	34.860	35.000	1409650599.05	09/02/14 11:36:39
90.213	34.900	34.863	35.000	1409650600.1	09/02/14 11:36:40
91.259	35.600	34.883	35.000	1409650601.16	09/02/14 11:36:41
92.319	35.600	34.902	35.000	1409650602.24	09/02/14 11:36:42
93.401	35.700	34.932	35.000	1409650603.28	09/02/14 11:36:43
94.439	35.300	34.937	35.000	1409650604.31	09/02/14 11:36:44
95.476	35.100	34.933	35.000	1409650605.35	09/02/14 11:36:45
96.516	34.600	34.922	35.000	1409650606.39	09/02/14 11:36:46
97.556	34.300	34.908	35.000	1409650607.43	09/02/14 11:36:47
98.592	34.200	34.905	35.000	1409650608.51	09/02/14 11:36:48

# Log finished at: 09/02/14 11:36:48
############################# Log - End #############################
