############################ Log - Start ############################
# Log initialized at: 06/06/14 17:16:30
# motor device
Time	motor/omsvme58_exp/37	motor/omsvme58_exp/27	motor/omsvme58_exp/33	Timestamp	Datetime
135.052	2.000	7.000	1.000	1402067925.49	06/06/14 17:18:45
135.192	3.000	7.000	1.000	1402067925.6	06/06/14 17:18:45
135.328	4.000	7.000	1.000	1402067925.75	06/06/14 17:18:45
135.470	5.000	7.000	1.000	1402067925.88	06/06/14 17:18:45
135.609	6.000	7.000	1.000	1402067926.02	06/06/14 17:18:46
135.746	7.000	7.000	1.000	1402067926.16	06/06/14 17:18:46
135.885	8.000	7.000	1.000	1402067926.3	06/06/14 17:18:46
136.022	9.000	7.000	1.000	1402067926.43	06/06/14 17:18:46
136.159	10.000	7.000	1.000	1402067926.59	06/06/14 17:18:46
136.297	11.000	7.000	1.000	1402067926.73	06/06/14 17:18:46
136.438	12.000	7.000	1.000	1402067926.85	06/06/14 17:18:46
136.575	13.000	7.000	1.000	1402067926.98	06/06/14 17:18:46
136.713	14.000	7.000	1.000	1402067927.14	06/06/14 17:18:47
136.852	15.000	7.000	1.000	1402067927.24	06/06/14 17:18:47
136.938	15.000	7.000	1.000	1402067927.37	06/06/14 17:18:47
140.342	0.000	8.000	1.000	1402067930.77	06/06/14 17:18:50
140.478	1.000	8.000	1.000	1402067930.91	06/06/14 17:18:50
140.619	2.000	8.000	1.000	1402067931.03	06/06/14 17:18:51
140.755	3.000	8.000	1.000	1402067931.17	06/06/14 17:18:51
140.892	4.000	8.000	1.000	1402067931.3	06/06/14 17:18:51
141.028	5.000	8.000	1.000	1402067931.46	06/06/14 17:18:51
141.167	6.000	8.000	1.000	1402067931.58	06/06/14 17:18:51
141.303	7.000	8.000	1.000	1402067931.72	06/06/14 17:18:51
141.447	8.000	8.000	1.000	1402067931.88	06/06/14 17:18:51
141.585	9.000	8.000	1.000	1402067932.02	06/06/14 17:18:52
141.723	10.000	8.000	1.000	1402067932.16	06/06/14 17:18:52
141.861	11.000	8.000	1.000	1402067932.3	06/06/14 17:18:52
142.002	12.000	8.000	1.000	1402067932.43	06/06/14 17:18:52
142.139	13.000	8.000	1.000	1402067932.57	06/06/14 17:18:52
142.276	14.000	8.000	1.000	1402067932.71	06/06/14 17:18:52
142.416	15.000	8.000	1.000	1402067932.83	06/06/14 17:18:52
142.491	15.000	8.000	1.000	1402067932.93	06/06/14 17:18:52
145.841	0.000	9.000	1.000	1402067936.26	06/06/14 17:18:56
145.980	1.000	9.000	1.000	1402067936.41	06/06/14 17:18:56
146.120	2.000	9.000	1.000	1402067936.55	06/06/14 17:18:56
146.257	3.000	9.000	1.000	1402067936.69	06/06/14 17:18:56
146.394	4.000	9.000	1.000	1402067936.84	06/06/14 17:18:56
146.535	5.000	9.000	1.000	1402067936.98	06/06/14 17:18:56
146.673	6.000	9.000	1.000	1402067937.11	06/06/14 17:18:57
146.813	7.000	9.000	1.000	1402067937.26	06/06/14 17:18:57
146.951	8.000	9.000	1.000	1402067937.39	06/06/14 17:18:57
147.087	9.000	9.000	1.000	1402067937.53	06/06/14 17:18:57
147.224	10.000	9.000	1.000	1402067937.67	06/06/14 17:18:57
147.362	11.000	9.000	1.000	1402067937.81	06/06/14 17:18:57
147.502	12.000	9.000	1.000	1402067937.95	06/06/14 17:18:57
147.642	13.000	9.000	1.000	1402067938.11	06/06/14 17:18:58
147.783	14.000	9.000	1.000	1402067938.23	06/06/14 17:18:58
147.920	15.000	9.000	1.000	1402067938.35	06/06/14 17:18:58
147.995	15.000	9.000	1.000	1402067938.45	06/06/14 17:18:58
151.409	0.000	10.000	1.000	1402067941.83	06/06/14 17:19:01
151.545	1.000	10.000	1.000	1402067941.96	06/06/14 17:19:01
151.682	2.000	10.000	1.000	1402067942.1	06/06/14 17:19:02
151.819	3.000	10.000	1.000	1402067942.25	06/06/14 17:19:02
151.958	4.000	10.000	1.000	1402067942.39	06/06/14 17:19:02
152.097	5.000	10.000	1.000	1402067942.51	06/06/14 17:19:02
152.233	6.000	10.000	1.000	1402067942.64	06/06/14 17:19:02
152.371	7.000	10.000	1.000	1402067942.78	06/06/14 17:19:02
152.508	8.000	10.000	1.000	1402067942.92	06/06/14 17:19:02
152.647	9.000	10.000	1.000	1402067943.08	06/06/14 17:19:03
152.791	10.000	10.000	1.000	1402067943.2	06/06/14 17:19:03
152.928	11.000	10.000	1.000	1402067943.35	06/06/14 17:19:03
153.068	12.000	10.000	1.000	1402067943.5	06/06/14 17:19:03
153.207	13.000	10.000	1.000	1402067943.64	06/06/14 17:19:03
153.344	14.000	10.000	1.000	1402067943.76	06/06/14 17:19:03
153.481	15.000	10.000	1.000	1402067943.87	06/06/14 17:19:03
153.555	15.000	10.000	1.000	1402067943.97	06/06/14 17:19:03
156.913	0.000	11.000	1.000	1402067947.35	06/06/14 17:19:07
157.052	1.000	11.000	1.000	1402067947.46	06/06/14 17:19:07
157.190	2.000	11.000	1.000	1402067947.61	06/06/14 17:19:07
157.326	3.000	11.000	1.000	1402067947.75	06/06/14 17:19:07
157.463	4.000	11.000	1.000	1402067947.87	06/06/14 17:19:07
157.599	5.000	11.000	1.000	1402067948.01	06/06/14 17:19:08
157.737	6.000	11.000	1.000	1402067948.17	06/06/14 17:19:08
157.873	7.000	11.000	1.000	1402067948.31	06/06/14 17:19:08
158.012	8.000	11.000	1.000	1402067948.42	06/06/14 17:19:08
158.149	9.000	11.000	1.000	1402067948.56	06/06/14 17:19:08
158.287	10.000	11.000	1.000	1402067948.72	06/06/14 17:19:08
158.425	11.000	11.000	1.000	1402067948.87	06/06/14 17:19:08
158.566	12.000	11.000	1.000	1402067948.99	06/06/14 17:19:08
158.706	13.000	11.000	1.000	1402067949.15	06/06/14 17:19:09
158.842	14.000	11.000	1.000	1402067949.28	06/06/14 17:19:09
158.980	15.000	11.000	1.000	1402067949.38	06/06/14 17:19:09
159.044	15.000	11.000	1.000	1402067949.48	06/06/14 17:19:09
162.452	0.000	12.000	1.000	1402067952.87	06/06/14 17:19:12
162.588	1.000	12.000	1.000	1402067953.01	06/06/14 17:19:13
162.726	2.000	12.000	1.000	1402067953.15	06/06/14 17:19:13
162.865	3.000	12.000	1.000	1402067953.3	06/06/14 17:19:13
163.009	4.000	12.000	1.000	1402067953.44	06/06/14 17:19:13
163.145	5.000	12.000	1.000	1402067953.58	06/06/14 17:19:13
163.282	6.000	12.000	1.000	1402067953.7	06/06/14 17:19:13
163.419	7.000	12.000	1.000	1402067953.86	06/06/14 17:19:13
163.556	8.000	12.000	1.000	1402067953.98	06/06/14 17:19:13
163.694	9.000	12.000	1.000	1402067954.11	06/06/14 17:19:14
163.831	10.000	12.000	1.000	1402067954.25	06/06/14 17:19:14
163.971	11.000	12.000	1.000	1402067954.41	06/06/14 17:19:14
164.109	12.000	12.000	1.000	1402067954.53	06/06/14 17:19:14
164.248	13.000	12.000	1.000	1402067954.67	06/06/14 17:19:14
164.386	14.000	12.000	1.000	1402067954.83	06/06/14 17:19:14
164.524	15.000	12.000	1.000	1402067954.93	06/06/14 17:19:14
164.596	15.000	12.000	1.000	1402067955.03	06/06/14 17:19:15
168.007	0.000	13.000	1.000	1402067958.44	06/06/14 17:19:18
168.145	1.000	13.000	1.000	1402067958.56	06/06/14 17:19:18
168.283	2.000	13.000	1.000	1402067958.7	06/06/14 17:19:18
168.421	3.000	13.000	1.000	1402067958.86	06/06/14 17:19:18
168.558	4.000	13.000	1.000	1402067958.99	06/06/14 17:19:18
168.696	5.000	13.000	1.000	1402067959.12	06/06/14 17:19:19
168.835	6.000	13.000	1.000	1402067959.27	06/06/14 17:19:19
168.973	7.000	13.000	1.000	1402067959.41	06/06/14 17:19:19
169.111	8.000	13.000	1.000	1402067959.55	06/06/14 17:19:19
169.250	9.000	13.000	1.000	1402067959.69	06/06/14 17:19:19
169.386	10.000	13.000	1.000	1402067959.82	06/06/14 17:19:19
169.524	11.000	13.000	1.000	1402067959.98	06/06/14 17:19:19
169.662	12.000	13.000	1.000	1402067960.13	06/06/14 17:19:20
169.801	13.000	13.000	1.000	1402067960.25	06/06/14 17:19:20
169.937	14.000	13.000	1.000	1402067960.4	06/06/14 17:19:20
170.074	15.000	13.000	1.000	1402067960.51	06/06/14 17:19:20
170.151	15.000	13.000	1.000	1402067960.6	06/06/14 17:19:20
173.506	0.000	14.000	1.000	1402067963.96	06/06/14 17:19:23
173.642	1.000	14.000	1.000	1402067964.1	06/06/14 17:19:24
173.780	2.000	14.000	1.000	1402067964.24	06/06/14 17:19:24
173.917	3.000	14.000	1.000	1402067964.38	06/06/14 17:19:24
174.057	4.000	14.000	1.000	1402067964.51	06/06/14 17:19:24
174.194	5.000	14.000	1.000	1402067964.66	06/06/14 17:19:24
174.332	6.000	14.000	1.000	1402067964.79	06/06/14 17:19:24
174.469	7.000	14.000	1.000	1402067964.93	06/06/14 17:19:24
174.605	8.000	14.000	1.000	1402067965.06	06/06/14 17:19:25
174.743	9.000	14.000	1.000	1402067965.2	06/06/14 17:19:25
174.882	10.000	14.000	1.000	1402067965.35	06/06/14 17:19:25
175.021	11.000	14.000	1.000	1402067965.47	06/06/14 17:19:25
175.160	12.000	14.000	1.000	1402067965.61	06/06/14 17:19:25
175.297	13.000	14.000	1.000	1402067965.75	06/06/14 17:19:25
175.433	14.000	14.000	1.000	1402067965.9	06/06/14 17:19:25
175.572	15.000	14.000	1.000	1402067966.01	06/06/14 17:19:26
175.648	15.000	14.000	1.000	1402067966.07	06/06/14 17:19:26
178.991	0.000	15.000	1.000	1402067969.45	06/06/14 17:19:29
179.130	1.000	15.000	1.000	1402067969.59	06/06/14 17:19:29
179.268	2.000	15.000	1.000	1402067969.72	06/06/14 17:19:29
179.405	3.000	15.000	1.000	1402067969.86	06/06/14 17:19:29
179.543	4.000	15.000	1.000	1402067970.0	06/06/14 17:19:29
179.680	5.000	15.000	1.000	1402067970.13	06/06/14 17:19:30
179.819	6.000	15.000	1.000	1402067970.28	06/06/14 17:19:30
179.956	7.000	15.000	1.000	1402067970.42	06/06/14 17:19:30
180.092	8.000	15.000	1.000	1402067970.55	06/06/14 17:19:30
180.229	9.000	15.000	1.000	1402067970.68	06/06/14 17:19:30
180.368	10.000	15.000	1.000	1402067970.83	06/06/14 17:19:30
180.505	11.000	15.000	1.000	1402067970.97	06/06/14 17:19:30
180.643	12.000	15.000	1.000	1402067971.1	06/06/14 17:19:31
180.780	13.000	15.000	1.000	1402067971.23	06/06/14 17:19:31
180.919	14.000	15.000	1.000	1402067971.38	06/06/14 17:19:31
181.056	15.000	15.000	1.000	1402067971.5	06/06/14 17:19:31
181.133	15.000	15.000	1.000	1402067971.58	06/06/14 17:19:31
181.219	15.000	15.000	1.000	1402067971.66	06/06/14 17:19:31
187.839	0.000	0.000	2.000	1402067978.3	06/06/14 17:19:38
187.978	1.000	0.000	2.000	1402067978.43	06/06/14 17:19:38
188.118	2.000	0.000	2.000	1402067978.57	06/06/14 17:19:38
188.254	3.000	0.000	2.000	1402067978.71	06/06/14 17:19:38
188.390	4.000	0.000	2.000	1402067978.84	06/06/14 17:19:38
188.528	5.000	0.000	2.000	1402067978.99	06/06/14 17:19:38
188.665	6.000	0.000	2.000	1402067979.12	06/06/14 17:19:39
188.801	7.000	0.000	2.000	1402067979.25	06/06/14 17:19:39
188.937	8.000	0.000	2.000	1402067979.4	06/06/14 17:19:39
189.075	9.000	0.000	2.000	1402067979.53	06/06/14 17:19:39
189.210	10.000	0.000	2.000	1402067979.67	06/06/14 17:19:39
189.346	11.000	0.000	2.000	1402067979.81	06/06/14 17:19:39
189.483	12.000	0.000	2.000	1402067979.94	06/06/14 17:19:39
189.620	13.000	0.000	2.000	1402067980.08	06/06/14 17:19:40
189.759	14.000	0.000	2.000	1402067980.23	06/06/14 17:19:40
189.897	15.000	0.000	2.000	1402067980.34	06/06/14 17:19:40
189.982	15.000	0.000	2.000	1402067980.44	06/06/14 17:19:40
193.341	0.000	1.000	2.000	1402067983.8	06/06/14 17:19:43
193.479	1.000	1.000	2.000	1402067983.94	06/06/14 17:19:43
193.616	2.000	1.000	2.000	1402067984.08	06/06/14 17:19:44
193.753	3.000	1.000	2.000	1402067984.21	06/06/14 17:19:44
193.891	4.000	1.000	2.000	1402067984.34	06/06/14 17:19:44
194.033	5.000	1.000	2.000	1402067984.49	06/06/14 17:19:44
194.170	6.000	1.000	2.000	1402067984.63	06/06/14 17:19:44
194.306	7.000	1.000	2.000	1402067984.76	06/06/14 17:19:44
194.442	8.000	1.000	2.000	1402067984.9	06/06/14 17:19:44
194.580	9.000	1.000	2.000	1402067985.03	06/06/14 17:19:45
194.715	10.000	1.000	2.000	1402067985.18	06/06/14 17:19:45
194.855	11.000	1.000	2.000	1402067985.31	06/06/14 17:19:45
195.001	12.000	1.000	2.000	1402067985.45	06/06/14 17:19:45
195.137	13.000	1.000	2.000	1402067985.59	06/06/14 17:19:45
195.273	14.000	1.000	2.000	1402067985.71	06/06/14 17:19:45
195.412	15.000	1.000	2.000	1402067985.83	06/06/14 17:19:45
195.486	15.000	1.000	2.000	1402067985.95	06/06/14 17:19:45
198.835	0.000	2.000	2.000	1402067989.23	06/06/14 17:19:49
198.974	1.000	2.000	2.000	1402067989.37	06/06/14 17:19:49
199.110	2.000	2.000	2.000	1402067989.5	06/06/14 17:19:49
199.248	3.000	2.000	2.000	1402067989.65	06/06/14 17:19:49
199.386	4.000	2.000	2.000	1402067989.78	06/06/14 17:19:49
199.523	5.000	2.000	2.000	1402067989.92	06/06/14 17:19:49
199.659	6.000	2.000	2.000	1402067990.05	06/06/14 17:19:50
199.798	7.000	2.000	2.000	1402067990.19	06/06/14 17:19:50
199.936	8.000	2.000	2.000	1402067990.34	06/06/14 17:19:50
199.993	9.000	2.000	2.000	1402067990.39	06/06/14 17:19:50
200.135	10.000	2.000	2.000	1402067990.53	06/06/14 17:19:50
200.272	11.000	2.000	2.000	1402067990.67	06/06/14 17:19:50
200.409	12.000	2.000	2.000	1402067990.8	06/06/14 17:19:50
200.547	13.000	2.000	2.000	1402067990.94	06/06/14 17:19:50
200.685	14.000	2.000	2.000	1402067991.08	06/06/14 17:19:51
200.825	15.000	2.000	2.000	1402067991.2	06/06/14 17:19:51
200.896	15.000	2.000	2.000	1402067991.29	06/06/14 17:19:51
204.246	0.000	3.000	2.000	1402067994.64	06/06/14 17:19:54
204.382	1.000	3.000	2.000	1402067994.78	06/06/14 17:19:54
204.519	2.000	3.000	2.000	1402067994.91	06/06/14 17:19:54
204.657	3.000	3.000	2.000	1402067995.05	06/06/14 17:19:55
204.798	4.000	3.000	2.000	1402067995.19	06/06/14 17:19:55
204.938	5.000	3.000	2.000	1402067995.33	06/06/14 17:19:55
205.077	6.000	3.000	2.000	1402067995.47	06/06/14 17:19:55
205.215	7.000	3.000	2.000	1402067995.61	06/06/14 17:19:55
205.355	8.000	3.000	2.000	1402067995.75	06/06/14 17:19:55
205.492	9.000	3.000	2.000	1402067995.89	06/06/14 17:19:55
205.630	10.000	3.000	2.000	1402067996.03	06/06/14 17:19:56
205.771	11.000	3.000	2.000	1402067996.16	06/06/14 17:19:56
205.911	12.000	3.000	2.000	1402067996.3	06/06/14 17:19:56
206.047	13.000	3.000	2.000	1402067996.44	06/06/14 17:19:56
206.186	14.000	3.000	2.000	1402067996.58	06/06/14 17:19:56
206.325	15.000	3.000	2.000	1402067996.7	06/06/14 17:19:56
206.399	15.000	3.000	2.000	1402067996.79	06/06/14 17:19:56
209.810	0.000	4.000	2.000	1402068000.2	06/06/14 17:20:00
209.947	1.000	4.000	2.000	1402068000.34	06/06/14 17:20:00
210.084	2.000	4.000	2.000	1402068000.48	06/06/14 17:20:00
210.221	3.000	4.000	2.000	1402068000.61	06/06/14 17:20:00
210.359	4.000	4.000	2.000	1402068000.75	06/06/14 17:20:00
210.496	5.000	4.000	2.000	1402068000.89	06/06/14 17:20:00
210.633	6.000	4.000	2.000	1402068001.03	06/06/14 17:20:01
210.770	7.000	4.000	2.000	1402068001.16	06/06/14 17:20:01
210.907	8.000	4.000	2.000	1402068001.3	06/06/14 17:20:01
211.045	9.000	4.000	2.000	1402068001.44	06/06/14 17:20:01
211.183	10.000	4.000	2.000	1402068001.58	06/06/14 17:20:01
211.320	11.000	4.000	2.000	1402068001.71	06/06/14 17:20:01
211.457	12.000	4.000	2.000	1402068001.85	06/06/14 17:20:01
211.596	13.000	4.000	2.000	1402068001.99	06/06/14 17:20:01
211.732	14.000	4.000	2.000	1402068002.13	06/06/14 17:20:02
211.871	15.000	4.000	2.000	1402068002.25	06/06/14 17:20:02
211.953	15.000	4.000	2.000	1402068002.35	06/06/14 17:20:02
215.349	0.000	5.000	2.000	1402068005.74	06/06/14 17:20:05
215.489	1.000	5.000	2.000	1402068005.88	06/06/14 17:20:05
215.625	2.000	5.000	2.000	1402068006.02	06/06/14 17:20:06
215.765	3.000	5.000	2.000	1402068006.16	06/06/14 17:20:06
215.903	4.000	5.000	2.000	1402068006.3	06/06/14 17:20:06
216.040	5.000	5.000	2.000	1402068006.44	06/06/14 17:20:06
216.179	6.000	5.000	2.000	1402068006.57	06/06/14 17:20:06
216.317	7.000	5.000	2.000	1402068006.71	06/06/14 17:20:06
216.454	8.000	5.000	2.000	1402068006.85	06/06/14 17:20:06
216.591	9.000	5.000	2.000	1402068006.99	06/06/14 17:20:06
216.729	10.000	5.000	2.000	1402068007.12	06/06/14 17:20:07
216.865	11.000	5.000	2.000	1402068007.26	06/06/14 17:20:07
217.003	12.000	5.000	2.000	1402068007.4	06/06/14 17:20:07
217.140	13.000	5.000	2.000	1402068007.53	06/06/14 17:20:07
217.278	14.000	5.000	2.000	1402068007.67	06/06/14 17:20:07
217.417	15.000	5.000	2.000	1402068007.79	06/06/14 17:20:07
217.473	15.000	5.000	2.000	1402068007.87	06/06/14 17:20:07
220.884	0.000	6.000	2.000	1402068011.28	06/06/14 17:20:11
221.020	1.000	6.000	2.000	1402068011.41	06/06/14 17:20:11
221.158	2.000	6.000	2.000	1402068011.55	06/06/14 17:20:11
221.296	3.000	6.000	2.000	1402068011.69	06/06/14 17:20:11
221.432	4.000	6.000	2.000	1402068011.83	06/06/14 17:20:11
221.573	5.000	6.000	2.000	1402068011.97	06/06/14 17:20:11
221.712	6.000	6.000	2.000	1402068012.11	06/06/14 17:20:12
221.849	7.000	6.000	2.000	1402068012.25	06/06/14 17:20:12

# Log finished at: 06/06/14 17:20:12
############################# Log - End #############################
